Archivo,Puntuación
PMC1064098_table_0.json,0.625
PMC1064094_table_0.json,0.95
PMC1064074_table_0.json,0.8148
fb830fa358e347f182c3aab5.json,0.875
PMC1064078_table_4.json,0.77275
PMC1064078_table_5.json,0.0625
PMC1064097_table_0.json,1.0
PMC1064100_table_4.json,0.0
b99d24932fc54f02af918136.json,0.75
PMC1064082_table_1.json,0.5
bcc089ccb3b148238023fa50.json,0.8
ba159563d02447239789076a.json,0.6666666666666667
PMC1064101_table_2.json,0.7
f655d4e5fe2e473b8d1e052c.json,0.4571428571428572
PMC1064078_table_6.json,0.14285714285714285
fe4c40a8c4144b5baaea1a77.json,0.35
PMC1064094_table_1.json,0.25
PMC1064078_table_3.json,0.2125
PMC1064095_table_2.json,0.2
PMC1064076_table_1.json,1.0
fb8b5127d5524e61affe04aa.json,1.0
PMC1064076_table_3.json,0.7916666666666666
ffcc5e0860f54314858dae44.json,1.0
PMC1064084_table_0.json,Error
PMC1064081_table_2.json,0.03571428571428571
f6f01752d75a483f9100377e.json,0.6
PMC1064078_table_2.json,0.85
PMC1064100_table_2.json,0.25
fea9d968aa154d67950e01ad.json,0.0
ff7e1ef87a69477297591923.json,1.0
PMC1064078_table_0.json,0.7142857142857143
bd7fd897c085464085898311.json,1.0
baf237c69ad04aa2ae0eee78.json,0.3333333333333333
PMC1064095_table_0.json,0.3333333333333333
PMC1064095_table_1.json,0.5714285714
PMC1064101_table_1.json,0.5
b713bb6153ef414092a52286.json,0.0
PMC1064100_table_1.json,0.01020408163265306
PMC1064081_table_1.json,0.0
PMC1064094_table_2.json,0.8
PMC1064081_table_0.json,0.5
ff6209106924474682ddf79e.json,1.0
f87bf0ba2fbd464a9158b22d.json,0.0
b6a51fed333341f1b51586fb.json,1.0
bef23e6e98b54727993b342d.json,0.6666666666666666
f8298cb9762648d79ad12a72.json,0.5
PMC1064076_table_2.json,0.5833333333333334
PMC1064100_table_0.json,0.2222222222222222
b960f8aca90248d994b27d1d.json,1.0
PMC1064097_table_2.json,0.6666666666666666
b7b65c5e640d4462a2803ca7.json,0.6666666666666667
PMC1064080_table_0.json,0.75
PMC1064098_table_2.json,0.6111111111166666
PMC1064095_table_3.json,0.3333333333333333
PMC1064082_table_0.json,0.5
PMC1064098_table_3.json,0.6666666666666666
